pound;Pfund
fame;Ruhm
importance;Bedeutung
reflect;reflektieren
advantage;Vorteil
match;Spiel
regular;regulär
wage;Lohn
refuse;sich weigern
existence;Existenz
hardly;kaum
perform;ausführen
title;Titel
tend;neigen
exercise;Übung
thin;dünn
coat;Mantel
bit;bisschen
mountain;Berg
youth;Jugend
behavior;Verhalten
newspaper;Zeitung
secret;Geheimnis
ability;Fähigkeit
sea;Meer
soft;Sanft
justice;Gerechtigkeit
reasonable;angemessen
circle;Kreis
solid;fest
page;Seite
weapon;Waffe
fast;schnell
representative;Vertreter
search;Suche
pure;rein
escape;Flucht
crowd;Menge
stick;Stock
telephone;Telefon
avoid;vermeiden
garden;Garten
favor;Gefallen
news;Nachrichten
unless;es sei denn
dinner;Abendessen
someone;jemand
signal;Signal
yard;Garten
ideal;Ideal
warm;warm
miss;Fräulein
shelter;Schutz
soldier;Soldat
article;Artikel
cry;schreien
captain;Kapitän
familiar;vertraut
seat;Sitz
guest;Gast
weak;schwach
excite;anregen
king;König
everyone;alle
wine;Wein
hole;Loch
duty;Pflicht
beat;schlagen
perfect;perfekt
bottom;Unterseite
compose;komponieren
battle;Schlacht
expense;Aufwand
cattle;Vieh
flow;fließen
kitchen;Küche
dust;Staub
bottle;Flasche
admit;zugeben
tear;zerreißen
tire;Reifen
expression;Ausdruck
exception;Ausnahme
application;Anwendung
belong;gehören
rich;Reich
failure;Versagen
struggle;Kampf
instrument;Instrument
variety;Vielfalt
narrow;eng
theater;Theater
collection;Sammlung
rain;Regen
review;Rezension
preserve;bewahren
leadership;Führung
clay;Ton
daughter;Tochter
fellow;Geselle
swing;schwingen
thank;danken
library;Bücherei
fat;Fett
reserve;Reservieren
tour;Tour
nice;nett
warn;warnen
ring;Ring
bitter;bitter
chair;Sessel
yesterday;gestern
scientific;wissenschaftlich
flower;Blume
wheel;Rad
solution;Lösung
aim;Ziel
gather;versammeln
invite;einladen
moreover;darüber hinaus
fresh;frisch
forest;Wald
winter;Winter
box;Kasten
belief;Glauben
ordinary;gewöhnliche
impossible;unmöglich
print;drucken
gray;grau
taste;Geschmack
lip;Lippe
speech;Rede
reference;Hinweis
stain;Fleck
connection;Verbindung
otherwise;ansonsten
stretch;strecken
knife;Messer
village;Dorf
blow;Schlag
mistake;Fehler
sweet;Süss
shout;schreien
divide;Teilen
guard;bewachen
worse;schlimmer
exchange;Austausch
rare;Selten
commercial;Werbung
request;Anfrage
appoint;ernennen
agent;Agent
dependence;Abhängigkeit
bird;Vogel
wild;wild
motion;Bewegung
guess;vermuten
neighbor;Nachbar
seed;Samen
fashion;Mode
loan;Darlehen
correct;Korrekt
plain;schlicht
mail;E-Mail
retire;sich zurückziehen
opposite;Gegenteil
prefer;vorziehen
safe;sicher
evil;böse
double;doppelt
wood;Holz
empty;leer
baby;Baby
advise;beraten
content;Inhalt
sport;Sport
lift;Aufzug
literary;literarisch
curious;neugierig
tie;binden
flat;eben
message;Botschaft
neck;Nacken
hate;hassen
dirt;Schmutz
delight;Genuss
trust;Vertrauen
nobody;niemand
valley;Schlucht
tool;Werkzeug
presence;Gegenwart
cook;Koch
railroad;Eisenbahn
minister;Minister
coffee;Kaffee
brush;Bürste
beside;neben
collect;sammeln
guide;führen
luck;Glück
profit;profitieren
lord;Herr
everybody;alle
prison;Gefängnis
cloud;Wolke
slave;Sklave
chairman;Vorsitzende
soil;Boden
distinguish;unterscheiden
introduce;einführen
urge;Drang
blind;blind
arise;entstehen
upper;Oberer, höher
curve;Kurve
membership;Mitgliedschaft
key;Schlüssel
entertain;unterhalten
soul;Seele
neighborhood;Nachbarschaft
friendly;freundlich
pair;Paar
stone;Stein
lean;mager
protect;schützen
advertise;werben
mystery;Geheimnis
welcome;willkommen
knee;Knie
jump;springen
snake;Schlange
stream;Strom
avenue;Allee
brown;Braun
disease;Erkrankung
hat;Hut
excellent;Ausgezeichnet
formal;formell
snow;Schnee
sheet;Blatt
somehow;irgendwie
unity;Einheit
sky;Himmel
rough;Rau
smooth;glatt
weather;Wetter
steady;stetig
threaten;drohen
depth;Tiefe
oppose;ablehnen
deliver;liefern
ancient;alt
pray;beten
adopt;adoptieren
birth;Geburt
appearance;das Auftreten
universe;Universum
busy;beschäftigt
hurry;Eile
coast;Küste
forth;nachher
smell;Geruch
furnish;liefern
female;weiblich
hide;verbergen
wire;Kabel
proposal;Vorschlag
ought;solltest
victory;Sieg
quarter;Quartal
engine;Motor
customer;Kunde
waste;Abfall
fool;Dummkopf
intend;beabsichtigen
intention;Absicht
desk;Pult
politics;Politik
passage;Passage
lawyer;Anwalt
root;Wurzel
climb;steigen
metal;Metall
gradual;alljährlich
hunt;Jagd
protection;Schutz
satisfy;erfüllen
roof;Dach
branch;Ast
pleasure;Vergnügen
witness;Zeuge
loose;lose
nose;Nase
mine;Bergwerk
band;Band
aside;beiseite
risk;Risiko
tomorrow;Morgen
remind;erinnern
ear;Ohr
fish;Fisch
shore;Ufer
operator;Operator
civilize;zivilisieren
being;Sein
silent;Leise
screen;Bildschirm
bind;binden
earn;verdienen
pack;Pack
colony;Kolonie
besides;Außerdem
slip;Unterhose
cousin;Vetter
scale;Skala
relief;Linderung
explore;entdecken
stem;Stengel
brain;Gehirn
musician;Musiker
defend;verteidigen
bend;Biege
somebody;jemanden
shadow;Schatten
mix;mischen
smoke;Rauch
description;Bezeichnung
fruit;Frucht
guilt;Schuld
yield;Ertrag
sensitive;empfidlich
salt;Salz
pale;blass
sweep;fegen
completion;Fertigstellung
throat;Kehle
agriculture;Landwirtschaft
admire;bewundern
gentle;sanft
dozen;Dutzend
particle;Partikel
pleasant;angenehm
bay;Bucht
cup;Tasse
competition;Wettbewerb
moon;Mond
terrible;abscheulich
strip;Streifen
mechanic;Mechaniker
shock;Schock
conversation;Gespräch
angle;Winkel
tall;hoch
plenty;eine Menge
star;Stern
yellow;Gelb
sick;krank
thorough;gründlich
absolute;absolut
succeed;erfolgreich
surround;umgeben
proud;stolz
dear;Liebling
card;Karte
lake;See
breath;Atem
afraid;besorgt
silence;Stille
onto;auf zu
shoe;Schuh
somewhere;irgendwo
chain;Kette
slide;gleiten
copy;Kopieren
machinery;Maschinen
wake;aufwachen
severe;stark
pocket;Tasche
bone;Knochen
honest;ehrlich
freeze;einfrieren
dictionary;Wörterbuch
calm;Ruhe
swim;schwimmen
ice;Eis
male;männlich
skin;Haut
crack;Riss
rush;sich beeilen
wet;nass
meat;Fleisch
commerce;Handel
joint;gemeinsam
gift;Geschenk
host;Gastgeber
suspect;verdächtig
path;Weg
uncle;Onkel
afford;sich leisten
instant;sofortig
satisfactory;zufriedenstellend
height;Höhe
track;Spur
confidence;Vertrauen
grass;Gras
suggestion;Anregung
favorite;Liebling
breakfast;Frühstück
apart;ein Teil
chest;Brust
entrance;Eingang
march;Marsch
sink;Waschbecken
northern;nördlich
iron;Eisen
alive;lebendig
ill;krank
bag;Tasche
disturb;stören
native;einheimisch
bedroom;Schlafzimmer
violent;heftig
beneath;unter
pause;Pause
tough;hart
substance;Substanz
threat;Gefahr
charm;Charme
absence;Abwesenheit
factory;Fabrik
spite;trotz
meal;Mahlzeit
universal;Universal-
accident;Unfall
highway;Autobahn
sentence;Satz
liberty;Freiheit
wise;Weise
noise;Lärm
discovery;Entdeckung
tube;Rohr
flash;Blitz
twist;Twist
fence;Zaun
childhood;Kindheit
joy;Freude
sister;Schwester
sad;traurig
efficiency;Effizienz
disappear;verschwinden
defeat;Verlust
extensive;umfangreich
rent;Miete
comparison;Vergleich
possess;besitzen
grace;Anmut
flesh;Fleisch
liquid;flüssig
scientist;Wissenschaftler
ease;Leichtigkeit
heaven;Himmel
milk;Milch
sympathy;Sympathie
rank;Rang
restaurant;Restaurant
frequency;Frequenz
angry;verärgert
shade;Schatten
accuse;beschuldigen
necessity;Notwendigkeit
knock;klopfen
loud;laut
permanent;dauerhaft
row;Reihe
lovely;schön
confuse;verwechseln
gold;Gold
frighten;erschrecken
solve;lösen
grave;Grab
salary;Gehalt
photograph;Foto
advice;Ratschlag
abroad;im Ausland
wound;Wunde
virtue;Tugend
dare;Wagen
queen;Königin
extra;extra
attract;anlocken
numerous;zahlreiche
pink;Rosa
gate;Tor
expensive;teuer
shut;geschlossen
chicken;Huhn
forgive;verzeihen
holy;heilig
wooden;hölzern
prompt;prompt
crime;Verbrechen
sorry;Verzeihung
republic;Republik
anger;der Zorn
visitor;Besucher
pile;Haufen
violence;Gewalt
steel;Stahl
wing;Flügel
stair;Treppe
partner;Partner
delay;Verzögerung
gentleman;Gentleman
pour;gießen
confusion;Verwechslung
damage;Beschädigung
kick;trete
safety;Sicherheit
burst;platzen
network;Netzwerk
resistance;Widerstand
screw;Schraube
pride;Stolz
till;bis
hire;mieten
verb;Verb
preach;predigen
clerk;Verkäufer
everywhere;überall, überallhin, allerorts
anyway;ohnehin
fan;Fan
connect;anschließen
egg;Ei
efficient;effizient
grain;Getreide
calculate;Berechnung
drag;ziehen
opposition;Opposition
worship;Verehrung
arrest;Festnahme
discipline;Disziplin
string;String
harbor;Hafen
camera;Kamera
mechanism;Mechanismus
cow;Kuh
grand;groß
funny;komisch
insurance;Versicherung
reduction;die Ermäßigung
strict;strikt
lesson;Lektion
tight;fest
sand;Sand
plate;Platte
qualify;qualifizieren
elsewhere;anderswo
mad;verrückt
interference;Interferenz
pupil;Schüler
fold;falten
royal;königlich
valuable;wertvoll
whisper;flüstern
anybody;irgendjemand
hurt;verletzen
excess;Überschuss
quantity;Menge
fun;Spaß
mud;Dreck
extension;Verlängerung
recognition;Erkennung
kiss;Kuss
crop;Ernte
sail;Segel
attractive;attraktiv
habit;Gewohnheit
relieve;entlasten
wisdom;Weisheit
persuade;überreden
certainty;Sicherheit
cloth;Stoff
eager;erpicht
deserve;verdienen
sympathetic;sympathisch
cure;Heilung
trap;fangen
puzzle;Puzzle
powder;Pulver
raw;roh
mankind;Menschheit
glad;froh
blame;beschuldigen
whenever;wann immer
anxiety;Angst
bus;Bus
tremble;zittern
sacred;heilig
fortunate;glücklich
glory;Ruhm
golden;golden
neat;sauber
weekend;Wochenende
treasury;Schatzkammer
overcome;überwinden
cat;Katze
sacrifice;Opfer
complain;beschweren
elect;wählen
roar;brüllen
sake;Sake
temple;Tempel
self;selbst
compete;wetteifern
nurse;Krankenschwester
stuff;Sachen
stomach;Magen
peculiar;eigenartig
repair;Reparatur
storm;Sturm
ton;Tonne
desert;Wüste
allowance;Beihilfe
servant;Knecht
hunger;Hunger
conscience;Gewissen
bread;Brot
crash;Absturz
tip;Spitze
strengthen;stärken
proof;nachweisen
generous;großzügig
sir;Herr
tonight;heute Abend
whip;Peitsche
tongue;Zunge
mill;Mühle
merchant;Händler
coal;Kohle
ruin;zugrunde richten
introduction;Einleitung
courage;Mut
actor;Darsteller
belt;Gürtel
stir;Aufsehen
package;Paket
punish;bestrafen
reflection;Betrachtung
breathe;durchatmen
anywhere;irgendwo
amuse;amüsieren
dull;langweilig
fate;Schicksal
net;Netz
fellowship;Gemeinschaft
fault;Fehler
furniture;Möbel
beam;Strahl
pencil;Bleistift
border;Grenze
disappoint;enttäuschen
flame;Flamme
joke;scherzen
bless;segnen
corn;Mais
shell;Hülse
tempt;versuchen
supper;Abendessen
destruction;Zerstörung
dive;tauchen
anxious;Ängstlich
shine;scheinen
cheap;billig
dish;Gericht
distant;entfernt
greet;grüßen
flood;Flut
excuse;Ausrede
insect;Insekt
ocean;Ozean
ceremony;Zeremonie
decrease;verkleinern
prize;Preis-
harm;Schaden
insure;versichern
verse;Vers
pot;Topf
sincere;aufrichtig
cotton;Baumwolle
leaf;Blatt
rub;reiben
medicine;Medizin
stroke;Schlaganfall
bite;beissen
lung;Lunge
lonely;einsam
admission;Zulassung
stupid;dumm
scratch;kratzen
composition;Komposition
broadcast;Rundfunk
drum;Trommel
resist;widerstehen
neglect;Vernachlässigung
absent;abwesend
passenger;Passagier
adventure;Abenteuer
beg;bitten
pipe;Rohr
beard;Bart
bold;deutlich
meanwhile;inzwischen
devil;Teufel
cheer;jubeln
nut;Mutter
split;Teilt
melt;schmelzen
swear;schwören
sugar;Zucker
bury;begraben
wipe;wischen
faint;ohnmächtig werden
creature;Kreatur
tail;Schwanz
wealth;Reichtum
earnest;Ernst
translate;Übersetzen
suspicion;Verdacht
noble;edel
inquiry;Anfrage
journey;Reise
hesitate;zögern
extraordinary;außerordentlich
borrow;ausleihen
owe;verdanken
funeral;Beerdigung
ambition;Ehrgeiz
mixture;Mischung
slope;Neigung
criminal;kriminell
seldom;selten
map;Karte
spin;Dreh
praise;loben
spare;Ersatzteil
plow;Pflug
telegraph;Telegraph
barrel;Fass
straighten;begradigen
scarce;spärlich
lunch;Mittagessen
slavery;Sklaverei
creep;schleichen
sweat;Schweiß
gay;Fröhlich
stiff;steif
brave;mutig
seize;ergreifen
convenient;praktisch
horizon;Horizont
moderate;mäßig
complicate;komplizieren
dig;graben
curse;Fluch
weigh;wiegen
priest;Priester
excessive;übermäßig
quarrel;Streit
widow;Witwe
modest;bescheiden
dine;speisen
politician;Politiker
custom;Brauch
educate;erziehen
salesman;Verkäufer
nail;Nagel
tap;klopfen
eastern;östlich
possession;Besitz
satisfaction;Zufriedenheit
behave;sich verhalten
mercy;Gnade
scatter;streuen
objection;Einspruch
silver;Silber-
tent;Zelt
saddle;Sattel
wrap;wickeln
nest;Nest
grind;mahlen
spell;Fluch
plaster;Gips
arch;Bogen
swell;anschwellen
friendship;Freundschaft
bath;Bad
bundle;bündeln
grateful;dankbar
crown;Krone
boundary;Grenze
nowhere;nirgends
asleep;schlafend
clock;Uhr
boil;Kochen
altogether;insgesamt
lend;verleihen
holiday;Urlaub
precious;kostbar
wander;wandern
ugly;hässlich
reputation;Ruf
ticket;Fahrkarte
pretend;vorgeben
dismiss;zurückweisen
delicate;empfindlich
despair;verzweifeln
awake;wach
tea;Tee
FALSE;FALSCH
fortune;Reichtum
cap;Deckel
thread;Faden
haste;Eile
bare;nackt?
shirt;Shirt
bargain;Schnäppchen
leather;Leder
rail;Schiene
butter;Butter
dot;Punkt
inquire;Anfragen
warmth;Wärme
decisive;entscheidend
vessel;Schiff
pity;das Mitleid
steam;Dampf
pin;Stift
bound;gebunden
companion;Begleiter
toe;Zehe
reward;Belohnung
